"","IM00","IM02","IM04","IM06","IM09","IM12","IM18","IM24","IM48"
"Hs.156289",1.065359961,1.089099953,1.079618183,1.062352865,1.075956428,1.038568083,1.197984274,1.077402913,1.063535835
"Hs.1573",0.998556153,1.174450331,1.270878643,1.29941438,1.117857169,1.162442395,1.130692046,0.985578474,1.064218872
"Hs.157429",0.434341477,0.419310854,0.408162931,0.413835682,0.425731927,0.428804869,0.429955807,0.453927778,0.437837231
"Hs.157872",1.075741658,1.062830767,1.029576753,1.082450835,1.07688184,1.06058025,1.056317063,1.051417816,1.048252803
"Hs.158195",0.639868862,0.600030478,0.821134282,0.803750078,0.804829195,0.695833896,0.664904582,0.764369321,0.760734316
"Hs.158300",1.096135736,1.098307661,1.082743863,1.100232567,1.083458383,1.123521737,1.070378039,1.071769118,1.085320894
"Hs.1584",0.925552396,0.9494012,0.956296018,0.948838921,0.976047666,1.055726316,1.19049693,1.09785242,1.134174539
"Hs.158932",0.977852726,0.966446555,1.025701719,0.982901876,0.993344017,0.957152026,0.985898181,0.946692028,1.030307227
"Hs.159223",1.106601335,0.626108236,0.602703113,0.668605417,0.653140746,0.680010306,0.766587863,0.620660035,0.75769964
"Hs.159297",1.046246575,1.129590317,1.244180917,1.124644114,1.231947042,1.156847719,1.114382208,1.17723799,1.079774662
"Hs.159448",1.644938184,1.578837944,1.019912627,0.986493663,0.933803751,1.239433178,1.090613012,1.246294838,1.266263032
"Hs.159628",0.756138555,0.788223657,0.794621859,0.772157412,0.714424095,0.757218577,0.709464972,0.698558963,0.749165114
"Hs.1600",0.728261491,0.759434592,0.816248772,0.696823702,0.667407604,0.535360548,0.525569427,0.561666138,0.680194455
"Hs.160411",1.036579792,0.949833473,0.936912314,0.987483019,0.990476116,0.937831707,0.971937422,0.962659569,0.977757796
"Hs.160556",1.069623551,1.005886305,0.921496624,0.870287907,0.854199761,0.850476174,0.832467417,0.7790281,0.789366164
"Hs.160562",0.883385072,0.87686739,0.847057394,0.85469148,0.844642297,0.884724481,0.868704545,0.854418021,0.860324392
"Hs.160786",0.18072506,0.190568233,0.176831451,0.187731915,0.179674465,0.224517778,0.272909507,0.245745432,0.206023577
"Hs.160871",1.13924641,1.072265317,1.100969806,1.120014597,1.035922331,1.031793893,1.015243421,1.101432669,1.052102039
"Hs.160953",1.513773332,1.546688836,1.350478379,1.460515584,1.297420779,1.380888775,1.324254843,1.711033611,1.47703363
"Hs.162646",0.377399767,0.419659587,0.366252178,0.372221539,0.312766573,0.404938086,0.375367033,0.359797937,0.442393862
"Hs.162757",1.880920775,1.786019913,1.755307809,1.879118077,2.034687677,2.224163608,2.598528375,2.054051262,1.88325681
"Hs.162807",0.04298483,0.039942029,0.041313513,0.04232353,0.043051883,0.047282741,0.05314091,0.052632066,0.054021623
"Hs.163484",0.200288421,0.214034213,0.196599382,0.210534872,0.167819227,0.186842609,0.166625293,0.181367089,0.185643297
"Hs.163867",1.25590325,1.393136854,1.258961663,1.31523688,1.232094478,1.555331424,1.45120978,1.363640424,1.520892142
"Hs.164060",0.503061202,0.490047623,0.382713235,0.341370619,0.329138989,0.370520661,0.379804755,0.385988445,0.539398872
"Hs.164226",6.886741035,6.089924282,5.822421754,5.493548388,5.955624639,4.279320621,4.700775627,4.731361469,4.384131446
"Hs.1644",1.225558779,1.199789449,1.136638372,1.138524525,1.190688872,1.180399417,1.147441495,1.219231835,1.152308122
"Hs.165950",0.398868059,0.408326987,0.387488824,0.394713282,0.37279641,0.386278879,0.403568767,0.344074148,0.370241215
"Hs.166017",0.719168726,0.728653406,0.839979623,0.806448428,0.842224058,0.746652129,0.771979782,0.802039038,0.758171943
"Hs.166120",1.030131385,0.997952256,1.211158755,1.270897488,1.319382082,1.20569108,1.458098131,1.222967322,1.293853242
"Hs.167017",1.182908784,1.201296231,1.165068149,1.18073759,1.145921156,1.193602316,1.157060987,1.208525046,1.36423433
"Hs.167584",0.927776693,0.970754084,0.936718452,0.937626526,0.839969487,0.913618605,0.869312029,0.961620917,0.915644081
"Hs.169002",1.117553633,1.036959026,1.007827708,1.053824337,1.073266934,1.030145145,1.036808044,0.998602849,0.969130135
"Hs.169246",0.094583143,0.099376378,0.092309795,0.097879138,0.082658639,0.095816155,0.097920216,0.087760641,0.099460094
"Hs.169249",1.048085771,1.074432218,1.021724899,1.045779527,1.077791649,1.090863044,1.109600938,1.035936532,1.100275764
"Hs.170009",0.944322094,0.863946533,0.849745192,0.817375887,0.772068766,0.814399395,0.833447658,0.780544982,0.792493636
"Hs.170355",5.669131525,6.916286499,9.648881695,9.257329579,10.48883512,9.577908869,10.05243877,13.41212064,12.19890602
"Hs.171695",0.946288102,0.801208549,0.719893435,0.75653577,0.682811877,0.747048767,0.800796259,0.78690488,0.848483054
"Hs.171995",1.040738457,1.11510132,1.089737616,1.032111606,1.082378854,1.080198864,1.098290305,1.102286038,1.096006963
"Hs.1722",0.969631729,1.000320221,0.953367757,0.944468354,0.927059127,0.948598248,0.926733327,0.96667527,0.954313756
"Hs.172550",1.291733087,1.139112406,1.189289374,1.176864692,1.053645211,0.942892496,0.791512185,0.69951136,0.753624835
"Hs.172631",2.075734937,1.89309053,1.998006766,2.006274632,1.964575902,2.096707825,2.58478229,2.001298787,3.231656835
"Hs.1735",0.816033496,0.77608609,0.667734695,0.727458001,0.869320787,0.896640535,0.828939547,0.761500392,0.800897952
"Hs.173724",0.25899559,0.269241847,0.246234875,0.266922664,0.268134673,0.460270607,0.602193911,0.551530648,0.436445884
"Hs.174050",2.635116176,2.538651132,2.124771453,2.157932131,1.930788154,2.365469996,2.453321069,2.591505416,2.515064626
"Hs.174249",1.101118009,1.078488039,0.951952988,1.011979751,0.968048916,1.018729338,1.098368448,1.085470902,1.047501098
"Hs.17441",5.662679921,5.811662884,4.899508271,5.273882469,6.152780899,7.067690365,7.062028968,7.771497532,6.140886221
"Hs.1755",1.938716234,1.633045715,1.775870757,1.882199156,2.170033256,2.046794841,2.125479572,2.131861143,2.376688497
"Hs.177841",0.389637591,0.395010295,0.319290463,0.344519696,0.302306028,0.320522378,0.288580235,0.310743838,0.275291001
"Hs.178023",1.157337206,1.052662291,1.057992209,1.075214609,1.116161091,1.052488013,1.09623431,1.074211695,1.083566437
"Hs.178098",0.973668544,1.041491152,1.070896391,0.980744339,1.047924903,1.03948841,1.025430639,1.036720799,1.033331161
"Hs.1787",0.34451531,0.315339361,0.287878968,0.347050379,0.276840653,0.322666915,0.286909677,0.266291671,0.306325698
"Hs.17908",0.625906776,0.675957512,0.630696103,0.61653087,0.592813891,0.611537127,0.529606259,0.387618536,0.48833928
"Hs.179718",0.486856218,0.45402834,0.493192755,0.48558289,0.441242867,0.42875431,0.437119261,0.317133086,0.361957389
"Hs.1799",0.566384234,0.555780163,0.537352745,0.550484579,0.525093358,0.573823164,0.533057727,0.48732049,0.531492823
"Hs.179986",0.729371938,0.709545759,0.718276538,0.670457543,0.658563324,0.682898098,0.819276712,0.623930202,0.716728011
"Hs.180878",0.263696588,0.261471652,0.226561415,0.256195898,0.24702443,0.230561214,0.236728693,0.211980963,0.241323334
"Hs.180919",0.093239878,0.091637485,0.093473767,0.106160297,0.098519391,0.098561895,0.092192056,0.097399383,0.092543943
"Hs.18160",1.132858814,1.144551086,1.160193782,1.132365811,1.083993571,1.105899748,1.094495706,1.112373506,1.062174289
"Hs.181768",0.950251132,0.877562327,0.660103735,0.645145596,0.74447128,0.809002444,0.714895042,0.970529639,0.774388278
"Hs.183109",0.702147306,0.765825905,0.761247834,0.812186011,0.763243071,0.74771745,0.773966444,0.667463158,0.729682834
"Hs.1832",0.872938787,0.870910935,0.844457467,0.840995275,0.784243612,0.827533745,0.817468679,0.75777573,0.855588672
"Hs.184085",0.890900893,1.095638746,1.008149223,1.056457272,0.866418031,1.107842285,1.084403655,0.84624689,1.067322165
"Hs.184926",1.095548598,1.177956184,1.123987062,1.157592909,1.159136111,1.203011947,1.129610695,1.108702103,1.134836145
"Hs.184927",1.120231451,1.14927806,1.102865561,1.053399251,1.077525441,1.078445377,1.088017964,1.144699097,1.094303083
"Hs.184945",1.058824612,0.93289758,0.959442562,0.960896993,1.001190239,0.938262299,0.977223083,0.877461677,0.876218164
"Hs.18676",13.43212124,8.736398715,7.069365655,8.019043739,7.066159842,6.541960272,6.352677337,7.132877024,8.490331391
"Hs.1872",0.66577207,0.668667319,0.64141269,0.669995574,0.607949798,0.647829304,0.640617922,0.645678713,0.652720769
"Hs.187338",0.8072048,0.816896723,0.82633118,0.803538687,0.81528825,0.846445326,0.846983725,0.887556943,0.842938026
"Hs.187946",1.15721659,1.021231257,0.831118986,0.796199661,0.686014751,0.681660143,0.520693006,0.415502672,0.625010157
"Hs.1892",0.721938953,0.746613259,0.715510415,0.724637487,0.734739123,0.796734386,0.747774108,0.588158742,0.773688314
"Hs.1897",0.861563825,0.938871618,0.85675273,0.873985886,0.844067918,0.881990603,0.838100616,0.845283452,0.865162305
"Hs.189772",0.491637632,0.540246293,0.466816224,0.370890378,0.357712034,0.301179298,0.312457755,0.37213938,0.511981139
"Hs.190495",0.438625578,0.435458219,0.42186253,0.430862844,0.441671946,0.423716528,0.420134319,0.410276014,0.42321758
"Hs.1905",1.06064237,1.0989025,1.091616126,1.087522834,1.074805496,1.083601799,1.099474906,1.170668168,1.071126949
"Hs.191911",5.468071977,5.341838045,7.960436594,8.205471688,10.70950369,8.41286319,10.09379853,10.56513035,11.6652683
"Hs.19192",2.470880078,2.33718285,2.204368912,2.03655072,2.120874257,2.257834731,1.986633654,1.537090668,1.731139519
"Hs.193717",1.139222462,1.161235944,1.13162616,1.137460997,1.155438201,1.14115003,1.148453563,1.126946209,1.151231679
"Hs.19383",0.049836144,0.052658567,0.050597377,0.056377054,0.050267603,0.063595562,0.072918804,0.063780273,0.075744522
"Hs.194143",0.340578158,0.365925514,0.441910559,0.455199022,0.48151188,0.455320513,0.430512325,0.390448412,0.369649529
"Hs.194236",0.991196353,0.988401939,1.009491785,0.988569831,0.986483021,1.023085181,0.999828408,1.001707092,0.997015235
"Hs.194333",1.240935914,1.282786274,1.177222009,1.173988591,1.055004488,1.134599055,0.934824424,0.877314616,0.817957054
"Hs.194695",1.275693684,1.298776824,1.315999902,1.250457623,1.392284973,1.327918594,1.29524024,1.37734008,1.257581884
"Hs.194783",1.077573286,1.024054638,1.038831204,0.973297392,0.960472844,0.961503179,0.963490829,0.970435785,0.981688863
"Hs.195040",0.867215519,0.858784327,0.822825549,0.840148586,0.808987507,0.813659351,0.778967074,0.81102375,0.834334394
"Hs.195659",0.879153956,0.889746162,0.866091215,0.890561271,0.821037716,0.845198808,0.847491632,0.819297562,0.851485939
"Hs.196384",3.151722765,1.0128944,1.053496056,0.984576992,1.050254321,0.813655833,0.77507933,0.79702918,0.823320657
"Hs.196952",0.131161211,0.134010222,0.125955526,0.13027647,0.108044866,0.117431801,0.108354902,0.128415138,0.137983913
"Hs.197029",0.696338012,0.760293441,0.735641513,0.74108756,0.637446369,0.68060089,0.73173717,0.646125061,0.758814802
"Hs.1976",0.846160953,0.857930825,0.781634345,0.826701927,0.78760857,0.80617728,0.838887274,0.734397304,0.832850145
"Hs.198998",1.380353832,1.332944654,1.283053257,1.149411126,1.334727485,1.078017334,0.94449197,1.055478693,1.204670399
"Hs.1992",1.039027643,1.082637802,1.087787678,1.034295023,1.149244396,1.107998923,1.104831459,1.004608481,1.066310514
"Hs.2",1.274446508,1.214054146,1.247157532,1.255502985,1.255666389,1.179978326,1.150738238,1.174285784,1.201559304
"Hs.200250",1.120772522,1.06671303,1.042493737,1.025618797,0.980485373,0.845390672,0.808186243,0.720811889,0.697358734
"Hs.200716",2.219238049,2.108593,1.89214959,1.871196213,1.846240047,1.99205026,2.02201721,1.839056995,2.042788439
"Hs.201897",0.83074239,0.779890288,0.68919454,0.70368607,0.721802836,0.781367853,0.664801488,0.480677823,0.535240836
"Hs.201918",0.813049925,0.665716485,0.834010701,0.848113243,0.937849406,0.789514644,0.88755786,0.831309822,1.065057511
"Hs.202",0.296205004,0.34932412,0.362382221,0.372337414,0.261765986,0.369759758,0.393861664,0.223486531,0.365737384
"Hs.202095",1.095188635,1.105979913,1.173231652,1.119085702,1.076799671,1.120834004,1.050465939,1.139346783,1.024438785
"Hs.202179",1.999973987,1.986549215,2.128206311,2.25335945,2.223633706,1.793282133,1.733352775,2.23673916,2.193556194
"Hs.2022",1.037608418,1.095059765,1.087997504,1.022683731,1.058116843,1.055828045,1.080997172,1.049459228,1.055014861
"Hs.202354",0.813468174,0.906598384,0.859870389,0.8770884,0.784556823,0.910049078,0.897359756,0.760755119,0.872263885
"Hs.202453",0.260528444,0.264764557,0.230564615,0.247730186,0.226307962,0.257248056,0.23980583,0.265426049,0.264043457
"Hs.202672",0.654056325,0.652195451,0.706672711,0.621779239,0.605074639,0.624834168,0.57783387,0.415304929,0.502790463
"Hs.20315",1.632136776,2.194798737,3.117389991,3.48837518,3.850705114,3.276340774,3.350005301,4.088395645,1.950180346
"Hs.203717",0.498990363,0.555275738,0.518015436,0.578008526,0.519858648,0.651369197,0.675742957,0.728470985,0.62548444
"Hs.20516",1.24564723,1.149881915,1.122837193,1.099070225,1.076963431,1.025855198,1.094223829,1.120631413,1.283308709
"Hs.207745",0.658127715,0.691871518,0.722325993,0.731978093,0.719655488,0.694672312,0.641074327,0.667533994,0.621759388
"Hs.208124",0.845117246,1.119859435,0.886543099,0.97746034,0.759193607,1.105663326,1.036301499,1.217790089,1.038084219
"Hs.209983",0.490151019,0.539028869,0.681445371,0.724973541,0.77198813,0.902527839,0.910308727,0.798502212,0.513409802
"Hs.21160",3.339383384,4.010581001,3.943765235,3.954029659,3.647220259,3.254880412,2.619854638,2.100283134,1.68587872
"Hs.212172",0.934827907,0.962967308,0.919576557,0.923695107,1.008653616,1.048263916,1.042101084,0.968639991,1.050770441
"Hs.212293",0.691871183,0.663033966,0.649044948,0.659456283,0.636163526,0.637808522,0.626360192,0.630270672,0.666107882
"Hs.212838",0.228953534,0.284667915,0.295990661,0.324114372,0.300430019,0.326024608,0.354740781,0.419645302,0.430529869
"Hs.213289",1.184287797,0.770461314,0.477747917,0.517219348,0.529955812,0.622950078,0.791924316,0.673133742,0.479309883
"Hs.214142",0.841301803,0.850028675,0.806102292,0.877449289,0.937944656,1.105004026,1.200308518,1.158747192,1.127482279
"Hs.2157",0.667430166,0.711464273,0.686584659,0.703282406,0.639811136,0.705525345,0.77505814,0.700124474,0.835983734
"Hs.2161",1.070797541,1.057944301,1.043736407,1.06733187,1.043368015,1.052400621,1.051714398,1.028893616,1.035824847
"Hs.218040",0.59042476,0.616461798,0.581855994,0.594540517,0.53075616,0.580883976,0.548417938,0.519970674,0.561918208
"Hs.219140",0.828369005,0.925824648,0.806797314,0.869118799,0.768973301,0.812551583,0.80873967,0.807805209,0.814433962
"Hs.2200",1.126709998,1.070838235,1.076586975,1.067207341,1.01780442,1.056315584,1.052851967,0.961679798,1.008011517
"Hs.220971",0.523152963,0.490037335,0.4810374,0.503472976,0.476101701,0.502152477,0.521396896,0.4483719,0.472835661
"Hs.2233",1.079160224,1.005451395,1.030086017,1.047174083,1.089865161,0.975671266,1.01996992,1.025417807,1.008596687
"Hs.223782",0.73436485,0.769431398,0.711141063,0.735581976,0.662324838,0.694030969,0.648308374,0.698772842,0.708436188
"Hs.224171",0.259901451,0.265944651,0.26327058,0.245751271,0.209346072,0.235257365,0.252026666,0.231033903,0.25517558
"Hs.2242",1.23091765,1.269704585,1.317752701,1.26689147,1.205379977,1.17891304,1.153232804,1.172401762,1.129338459
"Hs.2246",1.083643589,1.094808569,0.995621151,1.137659175,1.020981958,1.281995882,1.254675645,1.1449271,1.214351515
"Hs.224698",0.318331631,0.357073227,0.338046096,0.339335279,0.282507837,0.351355771,0.319644779,0.288848049,0.315489263
"Hs.2247",1.122465081,1.030207119,1.071217712,1.176289132,1.087459446,1.026995899,1.010038803,1.043318166,1.067256275
"Hs.2250",0.834671045,0.917967429,0.882607411,0.798005673,0.805922507,0.816650188,0.808958638,0.776789305,0.761611435
"Hs.2256",0.972597083,0.996276719,1.082874643,0.997636091,1.071577943,0.989064057,0.976034089,0.96013848,0.959161731
"Hs.2257",0.980177241,1.037228069,1.006898317,0.988522052,0.907650766,1.039102877,0.981717959,0.912010794,0.965348453
"Hs.22584",1.008894821,1.093215815,1.057337568,1.051772146,1.024875317,1.01738103,1.129361882,1.102095678,1.051892956
"Hs.225936",0.976885666,1.040874237,0.806858721,0.86978908,0.815629117,1.000633396,0.86970934,1.249500582,1.005642418
"Hs.226780",0.83385398,0.853157672,1.04187013,1.009891901,1.088606191,0.848461794,0.778587484,0.894885963,0.856899825
"Hs.227253",0.839633659,0.878567727,1.07140734,1.07949575,1.184042612,0.976077119,0.920595729,1.20034894,1.068697362
"Hs.227777",0.724215106,0.702085305,0.631832616,0.611143032,0.649577217,0.648389574,0.599587556,0.672596177,0.639091029
"Hs.227817",0.980457179,0.909134028,0.721902511,0.663119168,0.646135708,0.810359759,0.87169561,0.904440708,0.89938892
"Hs.22867",1.935903904,2.056912887,1.854135749,1.912512693,1.924198835,2.014965357,2.016976136,1.930089526,1.986476103
"Hs.2303",0.708025495,0.780577239,0.741576553,0.725876182,0.692257222,0.723235439,0.70346899,0.673557997,0.715678743
"Hs.231367",1.115121523,1.140013399,1.101433608,1.095870095,1.104801923,1.127626986,1.0842121,1.12210447,1.098239913
"Hs.232375",0.394056772,0.451777576,0.534271558,0.561698308,0.548416068,0.458570437,0.504648829,0.561110743,0.566690823
"Hs.2324",1.04734584,1.050824204,1.025792294,1.00893367,1.102564868,1.123371947,1.116739912,1.061388596,1.073241734
"Hs.234249",1.033246992,1.072300206,1.027455127,0.984602022,1.015373559,1.061574641,1.088677059,1.021415571,1.071300262
"Hs.234898",0.940478713,0.971388424,0.934394315,0.928479486,0.964487675,0.967487337,0.992393681,1.015077481,0.944494094
"Hs.2353",1.172602456,1.101415785,1.110705387,1.108691114,1.138167458,1.085537849,1.11690487,1.127715967,1.07071121
"Hs.235368",1.165852044,1.099977589,1.069572009,1.045478405,1.088013218,1.046723661,1.138226015,1.056381808,1.010159337
"Hs.235935",0.440624835,0.454935939,0.428742832,0.443387574,0.392180099,0.432343356,0.405659904,0.384212266,0.433006179
"Hs.23650",1.03905855,1.070556076,0.876370157,0.934260166,0.927205923,1.208330066,1.077611602,1.273896616,1.073621798
"Hs.237658",0.052910651,0.057866917,0.05783458,0.057077622,0.046573915,0.059462292,0.05952742,0.04635546,0.062634334
"Hs.238990",1.544951375,2.038755604,2.645704622,2.76810551,2.767777922,2.263890043,2.139029705,2.332425981,2.261696359
"Hs.23960",1.247261579,1.250013382,1.125825396,1.173358314,1.007970435,1.277055185,1.151279839,0.893485031,0.41312461
"Hs.2399",0.439997433,0.434233731,0.398316652,0.432962857,0.379420996,0.401148576,0.392382247,0.350583459,0.395742471
"Hs.241382",3.417194121,4.345131091,2.808953431,3.553657008,2.512633742,4.816830293,4.05450185,5.818197648,3.806518903
"Hs.241570",1.100772341,1.129165006,1.092416633,1.10684099,1.09263373,1.175988711,1.206305585,1.108316379,1.160975625
"Hs.244139",7.341724519,6.749745063,8.976244404,8.911212409,10.79277401,8.404583051,7.657996688,9.528217282,7.05346326
"Hs.244723",11.31550222,11.13479543,8.533238597,7.945168794,8.546007943,9.091732797,8.616927122,9.238524899,9.11478799
"Hs.24529",0.663219273,0.657230971,0.860217298,0.818054959,0.812305191,0.676558919,0.558288067,0.471397801,0.421115624
"Hs.247565",1.206916742,1.182629895,1.141146252,1.164974328,1.193422047,1.14752833,1.144744227,1.193293549,1.17687484
"Hs.247787",1.142478254,1.019484335,0.949682204,0.952119618,1.020247037,0.93747442,0.935607771,1.080274891,0.966398415
"Hs.247940",1.096382297,1.139144857,1.118426213,1.14375922,1.106264801,1.151234428,1.159156371,1.119555063,1.120840465
"Hs.247979",1.071759207,1.083904117,1.079695674,1.111147339,1.072919952,1.013988084,1.062088635,0.941263204,1.126837542
"Hs.248101",1.046806483,1.099367089,1.083838221,1.051369372,1.055536973,1.127317439,1.144742324,1.067887596,1.039382458
"Hs.248112",1.018457045,1.060102842,1.036488091,1.090916332,1.073503039,1.066957837,1.034300758,1.065383356,1.092192352
"Hs.248141",1.067526755,1.123661983,1.15194713,1.150253897,1.17201718,1.110322685,1.216091461,1.087458571,1.344999701
"Hs.248144",0.834366278,0.855093972,0.78620442,0.767595679,0.869141865,0.87605167,0.861663146,0.894321696,0.900345669
"Hs.248156",1.074417482,1.101130685,1.083309436,1.117277568,1.157803277,1.167367,1.17785567,1.066004124,1.1123234
"Hs.248164",1.274325692,1.163820599,1.202248825,1.226046525,1.193407945,1.199969964,1.179399831,1.21520987,1.179659173
"Hs.248184",0.982324841,0.964460032,0.991474553,1.002720706,0.976229777,0.948034747,0.990695421,1.112913234,0.976255973
"Hs.2484",1.133633036,1.192219949,1.121285599,1.11214161,1.149111594,1.170462079,1.146005034,1.185576872,1.18692174
"Hs.248472",0.938008314,0.92226531,0.926062026,0.907054636,0.889392103,0.87604717,0.908945858,0.849457211,0.90488738
"Hs.2490",1.958492352,1.965896299,2.089777989,1.809613242,1.637241917,1.302128061,1.43993139,1.867169533,1.594360112
"Hs.249171",3.462157056,3.069264946,3.541637267,3.928128537,3.728103345,3.56742296,3.738880681,3.916311775,3.943063615
"Hs.249184",0.071486139,0.078913666,0.077248734,0.082989693,0.065285296,0.077936125,0.07726653,0.065448342,0.081705687
"Hs.249196",0.98952685,1.043366972,1.048778416,1.015758814,0.947578327,1.029046382,1.0073926,0.992431105,1.041730042
"Hs.249200",0.958881723,0.954648312,0.951059898,0.951375938,0.901106989,0.928267702,0.903258123,0.888948476,0.951984663
"Hs.249211",1.103233463,1.095987678,1.109572354,1.123184337,1.097008869,1.177020267,1.101308887,1.221994226,1.056354737
"Hs.249441",2.423442019,2.283744195,2.373767765,2.598733837,2.589191586,2.764975785,2.451648047,2.302828614,2.263595324
"Hs.249718",1.733891531,1.715395149,1.659980617,1.475656943,1.543818819,1.548641759,1.422195787,1.574496023,1.730459456
"Hs.250",1.091090869,1.145969181,1.066531026,1.05977775,1.084895267,1.109801434,1.080252177,1.101242205,1.086436013
"Hs.250083",1.140210908,1.192053307,1.194993445,1.122460066,1.152913383,1.071819198,1.117698777,1.257814534,1.13977135
"Hs.25022",0.965543995,0.973493181,1.057843836,1.102727341,1.001512538,1.055442242,1.064991342,1.056481336,1.063643935
"Hs.250615",1.497041904,1.422878904,1.200116063,1.223307432,1.202670025,1.327634734,1.343296912,1.37310338,1.515291537
"Hs.250666",0.913717469,0.451766924,0.485467727,0.534272343,0.465437148,0.443565819,0.474963562,0.42577177,0.476919975
"Hs.250822",0.479440896,0.446771154,0.451725807,0.469940551,0.411022659,0.448994274,0.451513956,0.338065,0.22374938
"Hs.25155",0.183659729,0.23053439,0.282957721,0.295629266,0.294939684,0.205191161,0.20716533,0.242853065,0.271169676
"Hs.251680",1.071897152,1.060112884,1.041537352,1.032676294,1.020841855,1.045480407,1.065622563,1.029392033,1.075647133
"Hs.252229",2.091099342,1.720514039,1.937887774,2.05789564,1.917760567,1.409222059,1.378609482,1.101667569,1.455112596
"Hs.25292",0.930785102,0.454686626,0.477204736,0.540601587,0.501193715,0.547503195,0.647825002,0.579664751,0.730590758
"Hs.253197",0.563384675,0.653678536,0.75659483,0.802369274,0.829374575,0.703015632,0.724384695,0.757283093,0.861510951
"Hs.25348",0.989715374,0.978552948,0.841194552,0.906823319,0.944855169,1.011595576,1.034554618,1.02837767,1.066529646
"Hs.253495",1.078833052,1.08879928,1.022356175,1.067109695,1.018279932,1.112645328,1.110413726,1.045875166,1.065996398
"Hs.2549",1.209697826,1.196102436,1.168732327,1.198659296,1.200039533,1.230156634,1.185932142,1.222657014,1.250982261
"Hs.255093",0.449201034,0.451493234,0.438310609,0.430242846,0.431865031,0.463445195,0.507915627,0.438760874,0.484903973
"Hs.2556",0.451659954,0.454373091,0.397717608,0.436078299,0.370577398,0.364424726,0.325908289,0.356813478,0.352438415
"Hs.256126",1.229707819,1.421412216,1.179209008,1.116820491,0.97433178,1.081715312,0.975001916,1.501038027,0.99627196
"Hs.2563",1.007937406,1.06500856,1.059101739,0.986774545,1.01208433,1.044537145,1.008619054,1.026643216,1.009943765
"Hs.25647",0.590233444,0.123818734,0.110128931,0.128450375,0.09586666,0.125227392,0.132337652,0.1263574,0.235792484
"Hs.25960",4.495786643,3.199439854,2.694180258,3.830585421,4.179427784,5.647054355,4.872473971,5.649539478,8.239939444
"Hs.260074",1.023396072,1.064318067,1.010399194,1.038576986,1.033589506,1.001196796,1.027887164,1.04633095,1.010565776
"Hs.2624",1.034709275,1.061249767,1.063480442,1.013659023,1.056402831,1.048288516,1.038012646,1.054481215,1.022297878
"Hs.265174",0.928883366,0.984097593,0.805730206,0.815163215,0.771249848,1.017180102,0.972509319,1.06057661,0.937970188
"Hs.26770",0.457911158,0.461685482,0.475766302,0.463716131,0.394299118,0.417466567,0.395142403,0.413619156,0.419281766
"Hs.2681",0.8175099,0.819231556,0.734545915,0.748285005,0.765155859,0.796655075,0.755155128,0.788374148,0.738313348
"Hs.268177",1.175312628,1.188963486,0.882309054,0.866245028,0.845527687,1.086357658,1.017949021,1.030000686,1.175947031
"Hs.268490",0.202257308,0.219538845,0.201152724,0.207531088,0.167845518,0.206981371,0.18260494,0.16394701,0.212802956
"Hs.269408",2.373075058,2.197927597,2.851113335,3.481681975,3.542549275,2.523306788,2.230100008,2.625092836,3.408189386
"Hs.269782",0.709764074,0.64364175,0.765904381,0.724611433,0.879323086,0.78437393,0.836086266,0.822127895,1.002665803
"Hs.270279",0.26971338,0.270314172,0.277914879,0.283147843,0.244166239,0.276659846,0.248524799,0.23997632,0.273079425
"Hs.270364",0.704565264,0.719664692,0.683145169,0.690107414,0.639345425,0.684265179,0.686125998,0.654242791,0.698000071
"Hs.271771",1.539132814,1.584536856,1.622465637,1.64507089,1.346651971,1.033225824,0.998708669,1.0898419,1.084006091
"Hs.271940",0.819182287,0.772375315,0.731821245,0.818928093,0.752793396,0.76160276,0.779509694,0.707808473,0.706898811
"Hs.272396",1.22807797,1.149963399,1.131198076,1.116115541,1.189742662,1.179065282,1.169949521,1.159068197,1.135493925
"Hs.274313",0.519430481,0.542545189,0.506185014,0.539315651,0.489276767,0.555025823,0.5951064,0.489146279,0.315213058
"Hs.2780",2.277854415,1.505890859,1.005668223,1.107657193,1.097690179,1.310175819,1.31167589,1.277344006,0.911520626
"Hs.278432",0.796140903,0.824581911,0.796508842,0.803471714,0.817032244,0.805398528,0.785495478,0.790338515,0.800421222
"Hs.278957",1.034647609,1.072317508,1.052974956,1.066728214,1.030575537,1.080390905,1.076829966,1.071086982,1.098530654
"Hs.2795",0.039612218,0.041924082,0.045234748,0.043974764,0.038999155,0.042437492,0.044076185,0.038337322,0.040205026
"Hs.279567",1.161997824,1.287695191,1.223713424,1.16989726,1.228539533,1.302558337,1.199256496,1.55356057,1.321418848
"Hs.280604",0.854256187,0.848070363,0.891609524,0.858972251,0.954534993,0.806694061,0.861105703,0.9245696,0.896463013
"Hs.281342",1.021681215,1.013545568,0.948334444,0.992206113,1.009826499,1.00674901,0.977538684,0.995196255,0.997297818
"Hs.2820",0.849754899,0.880305937,0.873829949,0.884119171,0.848528561,0.895935413,0.865375392,0.813613321,0.876842239
"Hs.282265",1.157588907,1.072508517,1.082984183,1.139164089,1.06468135,1.037543873,1.058028721,1.068408473,1.056209455
"Hs.282624",1.21324645,1.210840262,1.250424842,1.215240711,1.172216497,1.243019949,1.259781919,1.168370188,1.258361951
"Hs.282735",0.673227378,0.732198464,0.722202948,0.696512278,0.693950863,0.690364895,0.666963793,0.629505682,0.69810148
