"","IM00","IM02","IM04","IM06","IM09","IM12","IM18","IM24","IM48"
"Hs.335084",0.869147636717207,0.853630571606639,0.847635754786186,0.81593105198123,0.795453282089892,0.832307157796593,0.858531174292474,0.768020307552141,0.829394296022775
"Hs.335918",0.688675696585961,0.677694296095525,0.623751760904662,0.60763828783246,0.592902565985505,0.673545303889086,0.804321426702481,0.745491323935044,0.679568781904091
"Hs.339831",2.93309135782549,2.9161153126214,2.36775529335826,2.48518360332183,2.5624437553181,2.82897976084368,2.6201543456261,2.98091123129731,2.57886303758867
"Hs.34012",1.12813090123482,1.07357201219218,1.38229239160017,1.18706347476213,1.31896371500602,1.25822629477286,1.2377006724004,1.0590235151474,1.03381515054376
"Hs.34114",0.46778343720536,0.456758717683324,0.421896753265415,0.457213382691892,0.382086774761539,0.418116752730807,0.382350890781963,0.421157625309387,0.427226303540342
"Hs.34560",2.41998654156361,2.33452828637408,2.03941651975333,2.24362680658027,2.53331681467201,3.0797666575984,3.11253193939515,3.21614250423075,3.52996864221147
"Hs.346950",0.951455488241966,0.986660377413283,0.980953398031963,0.988456456266622,0.935519666117859,0.982622026198342,0.961903695027927,0.951641443572843,0.988710035814595
"Hs.347270",0.996825464039204,0.941589517826938,0.92805830479605,0.949626224991256,0.887865325351918,0.891049162393469,0.864054126940608,0.92402463392136,0.926687539170748
"Hs.348395",1.08150099573062,1.07012140278943,1.06142876861261,1.07786877404692,1.06951743760188,1.02910540551948,1.05306804244379,1.04519488347148,1.08175539915418
"Hs.348500",0.972481893394286,0.950400137411642,0.930085768891923,0.975620607164787,0.924838488696131,0.917953089936071,0.932632494737591,0.915759949568509,0.913385785011125
"Hs.348883",0.745464040995985,0.410813788240049,0.404667109968415,0.55399884730414,0.643197886282535,0.515343563469359,0.568613127701531,0.463411402017405,0.672062400698706
"Hs.348935",0.571503035442237,0.589178689710525,0.574019982250757,0.579475809475975,0.565499837445445,0.574724944198792,0.594014075360873,0.587327522627496,0.606829955396187
"Hs.349110",0.109677417336194,0.129241818922032,0.122616437049897,0.112613613818346,0.100532852444513,0.109425849991324,0.116945355212656,0.113029287184026,0.137275885237375
"Hs.349204",1.00061094286234,1.00150876537268,1.00350812816038,1.03360050580611,1.021327805756,0.98968360588905,0.990585149191907,0.978191974605474,0.956549288063221
"Hs.349642",1.36913364741136,1.3075121990781,1.21389879942272,1.16703808675023,1.22515049730133,1.23326853991988,1.2254771786987,1.28711218754093,1.27006157641723
"Hs.350321",0.897758233434576,0.888053488175158,0.882869749265699,0.89200544741723,0.879817563759474,0.895206611437581,0.883687040332697,0.852365603495352,0.895698178126782
"Hs.350966",1.00264382138746,1.02414064552064,1.02338198094155,1.02009376052592,0.947725974198975,1.11258776561301,1.1605429612184,0.944547765266006,0.412316674531637
"Hs.351593",0.458371511503924,0.477955491721007,0.45795419005103,0.472302718229273,0.440914656650128,0.452659424214681,0.441213507809417,0.437447690518773,0.452233775254494
"Hs.351887",0.928612698924916,0.965860329906521,0.928464242867639,0.948842266419247,0.899060560712415,0.94751646703587,0.916218085732376,0.887013012151161,0.920488953744804
"Hs.352",0.567782580156234,0.643637369203417,0.535488296038867,0.539500161637513,0.541556672549942,0.546497183940769,0.542850536191178,0.575171787916531,0.541727905472269
"Hs.356285",0.764272564372295,0.780172959636877,0.873240541450592,0.880779943574593,0.88001267641371,0.792565306947193,0.789617666960739,0.754792561584093,0.741559037223772
"Hs.356624",1.39745022607173,1.44228882624224,1.37268967009839,1.36854057076297,1.48435378136047,1.543016650914,1.60706261089141,1.54291222270207,1.63028309024412
"Hs.35937",1.13537116219445,1.16261803053541,1.10563175403655,1.21454608292548,1.09846977833748,1.12136729802407,1.12340198560173,1.25360552062284,1.1413005938522
"Hs.359698",0.380900138481845,0.367778070788923,0.335486074289761,0.380927825377295,0.270976011091071,0.297825364479975,0.270691756503073,0.316003458894126,0.324507119462154
"Hs.36",1.14816105791584,1.11539672965993,1.18055846401946,1.17446965090871,1.1451245163324,1.20804284353294,1.142397630555,1.20577324164598,1.1409529051547
"Hs.36137",0.961997787021579,1.08488656120183,0.992797156063656,1.04524287311684,0.921502924041957,1.15622350028207,1.08356274787118,1.010364775473,1.15835299755768
"Hs.361463",0.482504343837588,0.471069262266147,0.42595030041709,0.445563909015743,0.427325892660644,0.47185109835014,0.445706256551367,0.400277372819152,0.461366660518111
"Hs.363137",0.7764557193154,0.810403416126341,0.850727384967768,0.881895146309578,0.829249211317028,0.761321708824421,0.705064074390059,0.815908755371589,0.864197736495185
"Hs.363138",1.20561656940351,1.22862090568558,1.39103655565932,1.50190182536156,1.61673712483025,1.7488747836598,2.10878672142037,2.15955273484295,2.04314036553679
"Hs.364941",1.025819215217,1.03687267546745,1.04574237370329,1.04722900603991,1.09176716690847,1.13660579571972,1.13251492949035,1.10004560179879,1.16950627058066
"Hs.368149",1.12175800008962,1.05022348976553,1.00684905150363,0.955731397336732,0.817954902550916,0.824158035856461,0.80838485623722,0.745319065750415,0.916639426287106
"Hs.368153",1.02842591517139,0.954238143096551,0.913308204365455,0.951626592644547,0.915907694617222,0.985984842396954,0.932245943188239,0.885386852588756,0.897248129739397
"Hs.368226",1.05227668405814,1.03084996416272,1.04341556828266,1.03781903415141,1.04889619321318,0.984824203092172,1.05207634506475,0.930393121875855,1.0167458831255
"Hs.368243",0.261954862535575,0.258678988951798,0.255165127177601,0.247234069584559,0.212941854063908,0.244138389843593,0.21768942899802,0.220060612629752,0.232718120888113
"Hs.368587",0.877040790746729,0.878074040211048,0.877498256343542,0.890350103007895,0.892226340598853,0.870184791024337,0.876266897177809,0.876997704947584,0.881266761177213
"Hs.368632",1.06612056317834,1.03734153356323,1.04265934065857,1.05430867404926,1.01460198987654,1.0077209730401,1.02197033228332,1.02888710623892,0.984544904098693
"Hs.368982",1.90987444592532,1.87625293716279,1.54476390483855,1.59122786505958,1.63808639842262,1.80653250691688,1.72545201144446,1.94508770555799,1.87164994029414
"Hs.369581",1.67808103373663,1.63630811601198,1.8595408753442,1.86492819638304,2.01925163046831,1.86080277752231,1.8913739360648,2.07510759749655,1.93945980147103
"Hs.369646",1.71594265410079,1.67364596644329,1.51983791502993,1.49816463315295,1.58933787854284,1.62151143450764,1.5860214002781,1.67982083818933,1.53393567047138
"Hs.369675",1.6054551804837,1.54149395616253,1.92776261433239,1.88945254990001,2.25813185906888,1.97179683981188,1.91549945233504,1.93294343240568,1.73062418106064
"Hs.36975",1.10288590804277,1.13842093621339,1.14509169078973,1.17039627216708,1.11476562084172,1.12632500680362,1.09819679066333,1.15168028872665,1.09202052254594
"Hs.369779",0.986143479766497,0.978352555609192,1.35294933228378,1.28361495636113,1.39910210208311,1.28678618694841,1.30885833804456,1.50078700001072,1.41855570210206
"Hs.36989",2.39634021093619,2.36816924510594,2.29319736512875,2.28943011137644,2.48427086025958,2.53137592629633,2.82418412613377,2.74438406150088,2.47863921656481
"Hs.37003",0.91121102016877,0.895611946198515,0.829606226675656,0.811115308506903,0.768194171282572,0.835540646295085,0.820465203117128,0.733433899688931,0.70766678821635
"Hs.37009",1.67960780499026,2.05508727829429,1.729705542084,1.92007917313074,1.62842105963114,2.26464025476748,2.04002500818718,2.12168355562399,2.12901375260781
"Hs.37023",0.981445563742932,1.02239199612347,0.999898098129182,0.992250660464273,0.9948940056235,1.01660014384868,1.01591429292552,0.996571542768694,1.03241088487354
"Hs.37045",1.02876504556798,1.02511438382373,1.02676293327761,1.03395688404268,1.04130907760184,1.01227221945072,1.04798601752662,1.02853215437381,0.998763250638134
"Hs.370487",0.894856031122888,0.74218295843203,0.641798632121669,0.661554499960725,0.691708839254551,0.758070771501659,0.775074666430501,0.728947731848046,0.807089143258416
"Hs.37058",1.1055537044445,1.08589065034967,1.03632501932756,1.02883346578195,1.06855216363615,1.02808944424263,1.00995115447371,1.00425394153441,0.995570109128839
"Hs.370581",1.78478615988319,1.78412584551396,1.80320813121871,1.71684507105009,1.65833450825379,1.3987980365828,1.37950512984159,1.34689601274426,1.54761257797754
"Hs.370771",1.825090321855,1.56361389193999,1.76972417141361,1.82256545026598,1.84147689258283,1.93142676098232,1.88231814015564,1.60552458746189,1.42339136040087
"Hs.37092",1.03417428023137,0.964171102825357,0.901558938522112,0.897592249215187,1.05203172719126,1.05392795227881,1.12942390877404,1.19420421147335,1.05774699424674
"Hs.371036",0.814280872087326,0.810264182935756,0.797990947138367,0.825119958897697,0.758610430352534,0.839396017163372,0.793534354253711,0.841290466510385,0.79371411107803
"Hs.371218",1.52165270926304,1.62575571307632,2.08029454280974,2.14007949574197,2.40781702761045,2.36407431425864,2.63331319958499,2.70327249592189,2.75392804725777
"Hs.371249",0.339593759770318,0.357376821246825,0.344899564449493,0.351249821877246,0.306331441926542,0.346066824661523,0.317136542752592,0.312799566770623,0.338842764494575
"Hs.371282",1.35012011635004,1.29174462820309,1.33424489325429,1.33889047362179,1.32135484674852,1.42809564604393,1.56234937986521,1.31895386075872,1.56044458129462
"Hs.37135",0.99891635420932,1.0678214030872,1.01843259291501,1.0096369241906,0.998198912893046,1.05190635614682,1.01889440829505,1.00369387116862,1.02647234094143
"Hs.371889",0.443936306754716,0.422739813321057,0.431569451448335,0.427456311353027,0.412941724138288,0.439838922003492,0.447349435614625,0.329816897153375,0.376366721892208
"Hs.372",1.07371980040159,1.09809670481561,1.09051054643918,1.0743551923348,1.0530849894788,1.07062990745708,1.03841584471033,1.06308887428276,1.06100972010711
"Hs.372840",0.880676074941028,0.875638570595195,0.846824348664163,0.86599996891214,0.815363157558865,0.842594808653917,0.851699524774328,0.812412774183379,0.850716946768171
"Hs.372914",0.309052479516986,0.283030547878484,0.274297931720154,0.280665343365682,0.273549879017858,0.26382923444145,0.286794779801647,0.218475245571881,0.204255561754859
"Hs.374596",1.28427395013036,1.36581069283372,1.20517969915007,1.25324050377798,1.24134153371335,1.40218167500432,1.36356884718904,1.57372428378332,1.53194184128133
"Hs.374668",1.04116455791789,1.04391774080737,1.05706865426571,1.03727335328745,1.09098015785518,1.03627700504888,1.06884535829572,1.07689887102338,1.10169030628809
"Hs.374990",5.15728426272261,5.19454354471007,5.22948623145818,5.17660375402302,5.10733673327536,5.2295976955053,5.37199206885461,5.66032094432767,5.47250924178952
"Hs.375129",0.316558148117004,0.33269589141842,0.343213971327566,0.377760386182713,0.299007902725087,0.301187927836022,0.271883121962486,0.269277773270042,0.285100981100355
"Hs.375957",0.337410587555457,0.324861451045436,0.290276079405089,0.310141883021385,0.279100717611335,0.302242687437648,0.272896888197769,0.31864179540473,0.289278721710988
"Hs.376071",2.71179304544546,2.72367485962882,2.62378288491435,2.59520569435159,2.55775886796734,2.21751834697582,2.11272969218382,1.82790569669349,1.87694869190213
"Hs.37616",1.62037693375328,1.57947600787829,1.3649234356753,1.34249379316871,1.23143850793834,1.30066496907772,1.11639130589586,1.06486245233963,1.14886979825537
"Hs.376206",0.808908923421247,0.853328974441087,0.822859695530876,0.808594971504855,0.773953856943675,0.819319196272574,0.782572613511935,0.785565099555799,0.820250718494597
"Hs.377010",0.40321610838733,0.399359023034799,0.433264224015342,0.380554367612778,0.335316947645154,0.322786966388221,0.340746224984303,0.268781805889354,0.341694049764013
"Hs.377783",1.10649394193406,1.06322346935102,1.01105866506947,1.04474221978306,1.03222087886635,1.08159755022309,1.10914760724984,1.0863402771049,1.07138160610121
"Hs.377894",0.57579904196522,0.546116112286995,0.59048366736233,0.573639983118265,0.556988077711916,0.505810308256072,0.522468039813032,0.574568756105967,0.500138199451886
"Hs.37860",0.77233373545052,0.809934638547363,0.813715403028378,0.813111804369651,0.735312476513892,0.782025216769355,0.758876119901314,0.727727972921365,0.790363758276484
"Hs.380135",0.0471327089815801,0.0473636187414117,0.0483228675337386,0.0492890259773567,0.0407816498526128,0.0493352553960678,0.0508181550276003,0.0423761322796131,0.0553738986864467
"Hs.380691",1.14316154152915,1.06011509464402,1.06370744812544,1.08638803985342,1.11180747921288,1.13664856481071,1.16728480963852,1.27723093529422,1.21784692006029
"Hs.381099",0.58418947462407,0.584223102231383,0.590154726376901,0.593355914821144,0.609523556507528,0.613455754790048,0.600523848159235,0.565261555229542,0.579955858407848
"Hs.386748",0.982895847122711,1.03900032454416,1.03700092407943,1.02123484290261,1.04102325243866,1.03830900466033,1.03961111253953,1.03044926810133,1.05920283678635
"Hs.387567",0.911361486928404,0.915213079205699,0.813939735023613,0.799623093985929,0.752158764759173,0.769818939566741,0.769053115094139,0.717559877659279,0.730154708856134
"Hs.388245",2.93369692165185,2.89144674614123,2.75425255227538,2.79976525509193,2.87123975288081,3.00642296216519,2.95872322850925,3.09295771489828,3.01119498145975
"Hs.389137",1.16579079890517,1.13850868145991,1.22147975547173,1.26484962666105,1.36793766455545,1.47441977075457,1.73732753580618,1.53543274141287,1.59052266962513
"Hs.389457",0.938737126534635,1.01180321854355,0.933233457800585,0.915966638995271,0.921837338958825,0.99515028071604,0.997272518001486,0.995955361576698,0.981505168842798
"Hs.389700",0.212341386854519,0.224026317805162,0.207132775858561,0.213518176299079,0.189822886775733,0.217133503222869,0.204271547759034,0.202869960736858,0.209132682985739
"Hs.391561",7.50108284466307,7.2654078132459,6.94914065688972,6.75546113990754,7.41685354487888,6.69893690427057,6.73865279889775,7.96659765397149,6.78154167704363
"Hs.395482",1.36642419382704,1.51216997113515,1.70894053984126,1.72042289607739,1.80903560164199,1.67085969342052,1.75400611307889,2.00890206084916,1.94444438275562
"Hs.396530",0.765541511738212,0.78635188423902,0.777492523354178,0.787501838425755,0.729286928993405,0.775270797329166,0.75246589565911,0.712552477377034,0.751035800721197
"Hs.397609",0.406742369377103,0.397195792937442,0.400749948642642,0.397940972174203,0.369547924453406,0.426251104460963,0.462085313456933,0.382915511039288,0.406784882737273
"Hs.397729",0.642674967783149,0.572705220556513,0.51669022378516,0.591785863224388,0.668600866257182,0.554891323772666,0.755179133044942,0.891223162992669,0.618111618589426
"Hs.4",1.01749948347212,1.05829310053365,1.04501991250924,1.05721056075004,1.06170931234862,1.08101961979418,1.04023097918461,0.992397163067952,1.07829230574883
"Hs.400295",1.20280299461617,1.25501918481848,1.18299600369687,1.1487191832339,1.17653699375694,1.28390932064034,1.3119205966946,1.34844935740281,1.28906392696817
"Hs.401013",0.705028814939386,0.684998235343487,0.688943623251752,0.704817074618949,0.645760554744655,0.668922768854924,0.658568811827275,0.647791720648869,0.655418268914259
"Hs.404466",0.989294662495285,0.991817252927023,0.977737948871641,0.960710817949071,0.979413071966116,1.00387507667856,0.99071258125151,1.0158403749785,1.00685958925799
"Hs.40499",0.204431696055798,0.21969714542437,0.197583145176471,0.215685880568894,0.171305529495139,0.187890458303309,0.18463895492591,0.178860359557927,0.220379216191937
"Hs.405153",0.78746577818412,0.763967969248601,0.723299535471678,0.720412733392889,0.706556376935,0.779370746246733,0.78401532281578,0.719502697995416,0.713410070471312
"Hs.405348",1.03065600546143,1.00802191958824,1.00128763285973,1.03413949070148,1.00361501508806,0.973955236192248,1.01131367245997,1.04623182536177,0.996070405073733
"Hs.405662",0.460403625610115,0.463057477252111,0.42602144990533,0.440256610975408,0.420424547623825,0.455952400383377,0.460833232947892,0.439962411024832,0.459353930303036
"Hs.405925",0.999553493259033,1.01077187920733,0.897861194639782,0.953595441848933,0.888849178806736,1.27225634020594,1.20852495644757,0.890462300551807,0.505372457961764
"Hs.405958",0.536500513989832,0.551749977829733,0.524662721301352,0.574375409538046,0.506187504137146,0.405804004359761,0.337740217435544,0.290507058604248,0.359201495413019
"Hs.406",1.05652561132119,1.14604243597421,1.11209170753603,1.04464126315113,1.09052255680095,1.09721362801709,1.14726789399547,1.10081901720654,1.10893438419642
"Hs.406013",0.525952579866331,0.452734722635985,0.339010994735951,0.300849227390273,0.26530264594919,0.282129785316307,0.258290851723645,0.238386026894897,0.252748615261648
"Hs.406293",0.91334621158989,0.968173191829557,0.968377511037803,0.943088804903603,0.93735269496814,0.935041211999794,0.948793187033491,0.880624367798882,0.93068629117658
"Hs.406515",1.42103525246199,1.48256462340365,1.43845139452004,1.48606533809336,1.41116059073982,1.20781288227533,1.08166188243957,1.08067662698647,1.03991504135122
"Hs.406678",1.24039920493723,1.28892629819137,1.32488763033676,1.34149391211775,1.42494879850837,1.34026664889903,1.39075571313223,1.52914524180385,1.54793928121184
"Hs.406687",0.953312649535058,0.937569972842731,0.869845987680235,0.898928469074181,0.90808696922579,0.87581036013243,0.845929928085768,0.905011111435177,0.842888973720316
"Hs.407506",0.995194151759137,1.01229481505483,0.976680542876003,1.01315182132515,0.96561169754274,0.986766945181939,0.978215597321635,0.96749680213933,0.985740123645409
"Hs.407587",1.05708034027958,1.06648855722755,1.04848928108682,1.05117538615196,1.08517936500659,1.0503537524117,1.07711423573089,1.06249864067461,1.02843218443158
"Hs.407856",0.947957902876977,0.997907005359621,0.939964596605685,0.927288281733006,0.940531574051407,0.931285813114167,0.917686809728647,0.945926439154092,0.994206200676286
"Hs.407995",0.469711321478679,0.452928541253438,0.454874650715569,0.425378770485486,0.424152080028972,0.459497128095607,0.448011705372087,0.333315277911457,0.33932964059019
"Hs.408182",0.712289982967412,0.704467182152074,0.661802155084728,0.688212510741433,0.652626957359147,0.66757213244873,0.683651668764612,0.630622412087077,0.646280260126745
"Hs.408528",0.558493633024486,0.506346828568764,0.776337833145591,0.697863675666774,0.855851289187952,0.656489739403873,0.64028932177722,0.616703280350413,0.680839247213364
"Hs.408767",1.0074323437777,1.01617943845906,0.969996051465578,0.994597736612478,0.983368253585337,0.992575634681271,0.99893011841165,0.932298809314168,0.959226667886193
"Hs.409934",1.04217719767209,1.047410599549,1.02252871471401,1.01932313147931,1.02464219897046,1.01719138738723,1.00551318186194,0.999542549874648,1.00997176483985
"Hs.410026",1.14642868622599,1.09911551785417,0.929963757868004,0.973391075718904,0.967165437289812,0.934118971034013,0.890410795101132,0.888659119476434,1.0599753799736
"Hs.410969",1.09145197459236,1.05939683341937,1.05159140880729,1.04239971052707,1.05143758014295,1.04408938858599,1.10868602288483,1.02716530490589,1.04417916311871
